"BehaviorSpace results (NetLogo 7.0.2)","Table version 2.0"
"modelo_base.nlogox"
"bc-influence-voting"
"01/20/2026 09:56:25:347 -0600"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-10","10","-10","10"
"[run number]","learning-rate","percent-option-B","confidence-threshold","influence-type","[step]","pref-A","pref-B"
"8","0.2","39","0.1","BC","1100","270","171"
"1","0.2","39","0.1","BC","1100","270","171"
"6","0.2","39","0.1","BC","1300","270","171"
"7","0.2","39","0.1","BC","1300","270","171"
"9","0.2","39","0.1","BC","1900","270","171"
"5","0.2","39","0.1","BC","1300","270","171"
"2","0.2","39","0.1","BC","1700","271","170"
"4","0.2","39","0.1","BC","1300","270","171"
"3","0.2","39","0.1","BC","2000","271","170"
"8","0.2","39","0.1","BC","1200","270","171"
"9","0.2","39","0.1","BC","2000","270","171"
"7","0.2","39","0.1","BC","1400","270","171"
"6","0.2","39","0.1","BC","1400","270","171"
"1","0.2","39","0.1","BC","1200","270","171"
"2","0.2","39","0.1","BC","1800","271","170"
"5","0.2","39","0.1","BC","1400","270","171"
"3","0.2","39","0.1","BC","2100","271","170"
"4","0.2","39","0.1","BC","1400","270","171"
"8","0.2","39","0.1","BC","1300","270","171"
"9","0.2","39","0.1","BC","2100","270","171"
"7","0.2","39","0.1","BC","1500","270","171"
"2","0.2","39","0.1","BC","1900","271","170"
"6","0.2","39","0.1","BC","1500","270","171"
"3","0.2","39","0.1","BC","2200","271","170"
"5","0.2","39","0.1","BC","1500","270","171"
"4","0.2","39","0.1","BC","1500","270","171"
"8","0.2","39","0.1","BC","1400","270","171"
"1","0.2","39","0.1","BC","1300","270","171"
"9","0.2","39","0.1","BC","2200","270","171"
"2","0.2","39","0.1","BC","2000","271","170"
"3","0.2","39","0.1","BC","2300","271","170"
"7","0.2","39","0.1","BC","1600","270","171"
"6","0.2","39","0.1","BC","1600","270","171"
"5","0.2","39","0.1","BC","1600","270","171"
"4","0.2","39","0.1","BC","1600","270","171"
"8","0.2","39","0.1","BC","1500","270","171"
"1","0.2","39","0.1","BC","1400","270","171"
"9","0.2","39","0.1","BC","2300","270","171"
"3","0.2","39","0.1","BC","2400","271","170"
"2","0.2","39","0.1","BC","2100","271","170"
"7","0.2","39","0.1","BC","1700","270","171"
"6","0.2","39","0.1","BC","1700","270","171"
"5","0.2","39","0.1","BC","1700","270","171"
"4","0.2","39","0.1","BC","1700","270","171"
"8","0.2","39","0.1","BC","1600","270","171"
"9","0.2","39","0.1","BC","2400","270","171"
"1","0.2","39","0.1","BC","1500","270","171"
"3","0.2","39","0.1","BC","2500","271","170"
"2","0.2","39","0.1","BC","2200","271","170"
"7","0.2","39","0.1","BC","1800","270","171"
"6","0.2","39","0.1","BC","1800","270","171"
"5","0.2","39","0.1","BC","1800","270","171"
"4","0.2","39","0.1","BC","1800","270","171"
"9","0.2","39","0.1","BC","2500","270","171"
"3","0.2","39","0.1","BC","2600","271","170"
"8","0.2","39","0.1","BC","1700","270","171"
"2","0.2","39","0.1","BC","2300","271","170"
"1","0.2","39","0.1","BC","1600","270","171"
"7","0.2","39","0.1","BC","1900","270","171"
"9","0.2","39","0.1","BC","2600","270","171"
"4","0.2","39","0.1","BC","1900","270","171"
"3","0.2","39","0.1","BC","2700","271","170"
"6","0.2","39","0.1","BC","1900","270","171"
"5","0.2","39","0.1","BC","1900","270","171"
"2","0.2","39","0.1","BC","2400","271","170"
"8","0.2","39","0.1","BC","1800","270","171"
"1","0.2","39","0.1","BC","1700","270","171"
"9","0.2","39","0.1","BC","2700","270","171"
"3","0.2","39","0.1","BC","2800","271","170"
"7","0.2","39","0.1","BC","2000","270","171"
"2","0.2","39","0.1","BC","2500","271","170"
"4","0.2","39","0.1","BC","2000","270","171"
"5","0.2","39","0.1","BC","2000","270","171"
"8","0.2","39","0.1","BC","1900","270","171"
"6","0.2","39","0.1","BC","2000","270","171"
"9","0.2","39","0.1","BC","2800","270","171"
"3","0.2","39","0.1","BC","2900","271","170"
"2","0.2","39","0.1","BC","2600","271","170"
"1","0.2","39","0.1","BC","1800","270","171"
